Title,Abstract,Authors,documentType,pub_month,pub_year,pubtitle,subjectTerms,Database
SOCIAL SECURITY RETIREMENT DECISION MAKING: THE ECONOMIC AND PSYCHOLOGICAL FACTORS,"The Social Security retirement decision can be the most critical retirement decision affecting an individual's total retirement income and standard of living during retirement years. For the majority of retired Americans, Social Security is the major source of retirement income, and because of the changing pension environment in the United States, Social Security retirement benefits are the only source of stable income for an increasing number of retirees. Many factors should be considered before making the decision to begin benefits. This article examines the economic and psychological factors in Social Security retirement benefits decision making. [PUBLICATION ABSTRACT]","Rose, Clarence C;Hall, Donald M", Feature,,2010,Journal of Personal Finance," Studies , Decision making , Early retirement , Workers , Defined benefit plans , Social security , Retirees , Retirement planning , Defined contribution plans , Standard of living , Reverse mortgages , Cost control , Retirement benefits , Life expectancy , Age , Baby boomers , Retirement income , United States--US",ProQuest One Academic
THE LEGACY FORMULA-MODULATING SPENDING TO ACHIEVE YOUR RETIREMENT GOALS,"Charles Dickens captured the essence of personal debt with his memorable statement in David Copperfield, ""Annual income twenty pounds, annual expenditure nineteen six, result happiness. Annual income twenty pounds, annual expenditure twenty pounds ought and six, result misery"". In this paper we present a practical and straight forward approach to calculate the spending profile a retiree should adopt to insure happiness and avoid insolvency over the period of their retirement. Many analyses address the question of what percentage can be withdrawn from a portfolio to insure (at various confidence levels) that the portfolio will outlive the portfolio owner. However the retiree's net worth from which they can draw such income is often more than a single portfolio. In this paper the concepts of present worth and Monte Carlo analysis are applied to common income, debt, and spending streams to calculate the modulation of the spending required during each year of retirement to meet the retiree's expectations in regards to longevity, legacy, and risk tolerance. [PUBLICATION ABSTRACT]","Hogan, John M", Feature,,2010,Journal of Personal Finance," Studies , Measurement techniques , Discount rates , Taxes , International finance , Retirees , Equity , Retirement planning , Purchasing power , Portfolio management , Consumption , Life expectancy , Inheritances , Expenditures , Expected values , Lifestyles , Retirement , United States--US",ProQuest One Academic
THE EFFECT OF FINANCIAL GOAL AND WEALTH CHANGE ON RISK TOLERANCE: AN EXPERIMENTAL INVESTIGATION,"The current study aimed to investigate how different kinds of financial goals influence individuals' financial decisions under risk and how individuals adjust their risk preferences when their wealth level changes. Research hypotheses about consumer risk tolerance as related to financial goal, wealth level, and financial motivation domains (achievement/security) were proposed based on three descriptive theories. An investment game was employed in an experiment. The results showed a significant effect of financial goal on risk tolerance in both motivation domains. Specifically, in the achievement motivation domain, individuals who have a financial goal are more risk seeking than those without a financial goal; whereas in the security motivation domain individuals who have a financial goal are more risk averse than those without a financial goal. The results also revealed a significant effect of wealth change on individuals' risk tolerance. The pattern of the change of risk tolerance supported the research hypotheses regarding the wealth change effect, that is, individuals with an achievement goal will become increasingly risk seeking before reaching the goal; whereas individuals with a security goal will become increasingly risk averse before reaching the goal. Implications to financial planning also were discussed. [PUBLICATION ABSTRACT]","Cai, Yi, PhD;Yang, Yali", Feature,,2010,Journal of Personal Finance," Financial planning , Impact analysis , Studies , Decision making , Risk aversion , Consumers , Utility functions , Capital losses , Expected utility , Wealth , Research , Goal setting , Behavior , Socioeconomic factors , Motivation , Hypotheses , Variables , Preferences , United States--US",ProQuest One Academic
THE COLLEGE OR RETIREMENT DECISION,"Spending on college education can adversely affect retirement savings as well as savings for other goals. This paper examines the tradeoff between spending on college education and saving for retirement, and develops a model to estimate the amount of money for retirement sacrificed by funding a child's college education. The impact that an added year of spending on education has on the parents' retirement is also calculated. Using these findings, parents will be able to determine appropriate spending on college education. Students will better understand the decisions that their parents make and the frustrations that their parents may feel when the student does not progress as planned. Using the approach presented here financial planners and advisers can better aid their clients in life planning by focusing on the trade-offs between competing financial goals. [PUBLICATION ABSTRACT]","Jalbert, Terrance, PhD;Stewart, Jonathan D, PhD, CFA;Johnson, Gene, PhD, CPA, CMA, CFM, CrFA", Feature,,2010,Journal of Personal Finance," Education expenses , Studies , Resource allocation , Qualified tuition programs , Cost control , Retirement planning , Credit Card Accountability Responsibility & Disclosure Act 2009-US , Parents & parenting , Payback periods , Funding , State aid to higher education , College students , Families & family life , Children & youth , Literature reviews , Mothers , United States--US",ProQuest One Academic
MORTGAGE MELTDOWN REVEALS IMPORTANCE OF FINANCIAL LITERACY EDUCATION,"This paper examines how a combination of financial illiteracy and loose lending standards during the real estate boom of 2001-2006, made consumers vulnerable to mortgages that were not in their best interest. It also discusses the use of subprime mortgages as a financing method during this period. The resulting economic consequences have not been pleasant and a renewed national attention has been drawn to America's financial illiteracy. Governmental and private organizations have responded by making available a plethora of educational materials, programs and national conferences for financial literacy education. Several of these resources are reviewed in this paper. Financial service professionals and business educators should avail themselves of these excellent materials to improve the financial literacy of consumers. [PUBLICATION ABSTRACT]","Volpe, Ronald P, PhD, CFP;Mumaw, Kathleen, CMA, MBA", Feature,,2010,Journal of Personal Finance," Consumer education , Studies , Stock exchanges , Consumers , Federal funding , Securities markets , Housing prices , Mortgages , Financial literacy , Mortgage companies , Federal Reserve monetary policy , Interest rates , Real estate financing , Loans , Affordable housing , Subprime lending , Recessions , Government sponsored enterprises , Investments , Educational materials , Illiteracy , Education , Home ownership , Internet stocks , United States--US",ProQuest One Academic
AN ESTIMATE OF THE RELIABILITY OF THE SURVEY OF CONSUMER FINANCES RISK-TOLERANCE QUESTION,"The reliability of the Survey of Consumer Finances risk-tolerance question has not been reported in the literature. However, given the importance of reliability as a necessary condition for validity there is a need to know and report the question's reliability estimate. The purpose of this paper was to provide such an estimate. Several approaches were used to estimate the reliability of the question. Estimates of reliability ranged from a low of .07 to a high of .78. Although no precise reliability figure emerged from the analyses, results suggest that the reliability of the item most likely falls in the range of .52 to .59, with .59 being the most likely estimate of reliability. [PUBLICATION ABSTRACT]","Grable, John E;Schumm, Walter", Feature,,2010,Journal of Personal Finance," Studies , Estimating techniques , Reliability , Consumer credit , Market surveys , Researchers , Polls & surveys , Validity , Estimates , Cronbach's alpha , United States--US",ProQuest One Academic
Table of contents,,Anonymous, Tbl Of Contents,,2010,Journal of Personal Finance,,ProQuest One Academic
Credits,,Anonymous, Credits,,2010,Journal of Personal Finance,,ProQuest One Academic
EDITOR'S NOTES,,, General Information,,2010,Journal of Personal Finance," Regulation , Financial planning , Public good , Certification , Financial planners",ProQuest One Academic
PERFORMANCE OF TIAA-CREF's RECOMMENDED PORTFOLIOS,"TIAA-CREF provides retirement savings plans to over three million employees of educational and research institutions. This paper identifies mean-variance efficient portfolios composed of the TIAA-CREF investment options to determine the potential diversification opportunities available to participants. Additionally, the historical performance of five portfolios suggested by the TIAA-CREF Asset Allocation Evaluator is examined. This questionnaire is an online tool that allows participants to assess their risk tolerance and determine an allocation of retirement savings assets among broad investment categories. A specific retirement plan administered by TIAA-CREF that provides outside mutual funds as investment options is also investigated to appraise how accounts outside the TIAA-CREF family affect the performance of the suggested portfolios, as compared to those constructed using mean-variance optimization techniques. [PUBLICATION ABSTRACT]","Cobb, Barry R;Menas, Alex J", Feature,,2009,Journal of Personal Finance," Studies , Diversification , Investment advisors , Retirement plans , Employees , Savings plans , Asset allocation , Equity , Portfolio performance , Equity funds , Investments , Optimization techniques , Questionnaires , Preferences , United States--US",ProQuest One Academic
EXPLORATORY STUDY OF PAYDAY LENDING: A HUMAN ECOLOGY EVALUATION,"This study explores the transactional process for consumers using payday loans. This qualitative study explores in-depth data about the initiation of a payday loan process, as well as processes that may support a cycle of debt in payday loan usage. This research utilizes traditional interview, informant interviews, participant observation and traditional observation techniques. The findings point to limited transparency in the loan initiation process, rigid boundaries between ecological levels and the presence of cyclical usages for some payday loan users. Suggestions for future research and implications for practitioners and financial educators are made. [PUBLICATION ABSTRACT]","Distelberg, Brian, PhD;McElroy, John M, MS, MA;Weir, Geraldine R, MA", Feature,,2009,Journal of Personal Finance," Ecology , Studies , Loan originations , Consumers , Personal finance , Credit cards , Market research , Business models , Fines & penalties , Research methodology , Payday loans , United States--US",ProQuest One Academic
MANAGING UPS AND DOWNS WITH CLIENTS: MANAGING EMOTIONS BY FINANCIAL ADVISORS,"Emotion has quickly become a popular topic in the study of organizations. It seems to be a catalyst of behavior from which no organization or industry is immune. Indeed, as it pertains to the financial services industry, the benefits of understanding emotional influence may be greatly significant. Specific to this discussion, understanding the influence of emotion in relational interactions between financial advisors and clients may well make the difference between long-term, profitable relationships and short-lived, dysfunctional ones. Accordingly, current research stresses the importance of relationships between clients and their financial service agents. In these relationships, commitment and trust are suggested as two essential factors. This article describes how emotion impacts this relationship and how these subsequent beneficial attributes, commitment and trust, engender stronger and more durable financial advisor/client relationships. Further, practical implications are discussed as to how advisors may use this information to effect such beneficial outcomes. [PUBLICATION ABSTRACT]","Prati, L Melita, PhD;Prati, Robert S, PhD", Feature,,2009,Journal of Personal Finance," Emotions , Commitments , Trust , Impact analysis , Studies , Efficient markets , Client relationships , Research , Behavior , Communication , Decision making , Behavioral economics , Rationality , Advisors , Influence , Financial analysis , Financial planners",ProQuest One Academic
THE CASE FOR FLEXIBLE RETIREMENT PLANNING,"This paper examines the importance of the volatility of investment returns and the uncertainty of remaining lifespan in retirement planning. These factors cause the unnecessary sacrifice of higher withdrawals to reduce the probability of exhausting the retirement portfolio before death (portfolio ruin) if withdrawal rates are constant. Flexible retirement planning, characterized by withdrawal rate adjustments in response to unexpected portfolio performance or changes in expected remaining life, reduces the withdrawal rate sacrifice of probability-of-ruin protection. As Baby Boomers recognize the ""preparation gap"" consequence from low saving rates and longer expected life spans, flexible retirement planning will prove productive in improving the retirement lifestyle without unduly increasing the probability of ruin. [PUBLICATION ABSTRACT]","Stout, R Gene, PhD;Mitchell, John B, DBA", Feature,,2009,Journal of Personal Finance," Life expectancy , Probability , Studies , Withdrawals , Retirees , Portfolio performance , Retirement planning , Rates of return , Volatility , Standard deviation , Monte Carlo simulation , Sustainability , Baby boomers , United States--US",ProQuest One Academic
FINANCIAL BEHAVIORS AMONG HISPANIC IMMIGRANTS,"This study examined the financial behaviors of Hispanic immigrants. The impact of U.S. tenure, educational attainment, English proficiency, age at immigration, immigration status, and country of origin on remitting behaviors (amount and frequency), assistance provided to Hispanic immigrant newcomers (in terms of housing, food, money, and/or finding a job), and use of financial services (having a savings account, a checking account, and/or a credit card as well as using direct deposit or non-mainstream check cashing services) were examined. Data were collected from 616 female, Hispanic immigrants through a survey instrument. Findings indicate a significant relationship between age at immigration, immigration status, and country of origin with remittances (both amount and frequency) and between age at immigration and providing assistance to newcomers, while use of non-mainstream financial services appears to be driven by immigration status. Practical implications are discussed. [PUBLICATION ABSTRACT]","Young, Cheri A, PhD;Shinnar, Rachel S, PhD;Cho, Seonghee, PhD", Feature,,2009,Journal of Personal Finance," Hispanic Americans , Impact analysis , Studies , Bank services , Bank accounts , Checking accounts , Remittances , Personal finance , Financial services , Financial institutions , Banking , Immigration policy , Behavior , Age , Hypotheses , Decision making , Noncitizens , Citizenship , Housing , Tenure , Education , Hispanic people , Immigrants , United States--US",ProQuest One Academic
Table of contents,,Anonymous, Tbl Of Contents,,2009,Journal of Personal Finance,,ProQuest One Academic
AN EVALUATION OF JOURNAL PUBLICATION EVALUATION FACTORS,"This article summarizes the results from a survey of university faculty and administrators who were asked to comment about the factors used to rank journals when evaluating the publication productivity of faculty. The survey was designed as a follow-up to a 2005 study published in this Journal which ranked publications that are widely used by those in the fields of personal finance, financial planning, and financial counseling. An anticipated outcome from the survey was to promote further discussion among International Association of Registered Financial Consultants and Certified Financial Planner Board of Standards, Inc. registered academic program faculty members and administrators about the important role journal evaluation plays in advancing the profession. [PUBLICATION ABSTRACT]","Grable, John E, PhD, CFP, RFC;Archuleta, Kristy, PhD", Feature,,2009,Journal of Personal Finance," Scholarly publishing , University faculty , Financial planning , Studies , Productivity measurement , Personal finance , Research & development expenditures , Productivity , Journals , Citation indexes , Publications , Publishing , Consultants , Ratings & rankings , Financial counseling , Financial planners , United States--US , Canada",ProQuest One Academic
THE LIMITED IMPACT OF REQUIRED MINIMUM DISTRIBUTIONS ON INSOLVENCY AND BEQUEST ATTAINMENT,"IRS rules effective in 2002 mandate required minimal distributions (RMD) from tax deferred retirement accounts. This could result in higher taxes when that minimum distribution is greater than a planned distribution. While this would result in higher lifetime taxes paid, Monte Carlo simulations using historical market returns show that RMD has very little effect on the probability of insolvency for a typical investor with tax deferred retirement savings. The probability of attaining bequest targets was marginally affected by RMD. Saving or spending excess RMD made little difference to insolvency but did impact bequest attainment. Of note: highly skewed distributions of final savings make the assumption and application of means and t- tests inappropriate. [PUBLICATION ABSTRACT]","Tucker, Michael", Feature,,2009,Journal of Personal Finance," Impact analysis , Studies , Tax rates , Retirees , Bequests , Stocks , Taxes , Insolvency , Distribution of retirement plan assets , Asset allocation , Tax deferred privileges , Personal finance , Tax regulations , Government bonds , Portfolio performance , Monte Carlo simulation , Investments , Life expectancy , Hypotheses , Sustainability , Retirement , United States--US",ProQuest One Academic
Credits,,Anonymous, Credits,,2009,Journal of Personal Finance,,ProQuest One Academic
GENDER DIFFERENCES IN TIME AND RISK PREFERENCES OF FINANCIAL PLANNERS,"When helping clients make investing decisions, financial planners must deal with their own risk and time preference attributes as well as those of their clients. This paper examines whether known gender differences in these preferences are prevalent in financial experts. In a sample of 108 financial planners (of which 30 are female), female planners are not significantly more risk-averse than male planners. However, these women are more likely to exhibit prospect theory tendencies than the men, even after controlling for other factors (like age, experience, and reasoning process). The female planners also exhibit better (more patient) time preferences than their male counterparts. Lastly, there are no gender differences in the propensity to be fooled by frames. [PUBLICATION ABSTRACT]","Nofsinger, John R;Varma, Abhishek", Feature,,2009,Journal of Personal Finance," Gender differences , Preferences , Time , Studies , Risk aversion , Utility functions , Risk premiums , Investment policy , Securities markets , Expected utility , Behavior , Investments , Planning , Decision making , Women , Advisors , Expected values , Financial planners , United States--US",ProQuest One Academic
ASSOCIATIONS BETWEEN INDIVIDUAL CHARACTERISTICS AND FINANCIAL KNOWLEDGE AMONG COLLEGE STUDENTS,"This study seeks to develop a better understanding of those factors that have an impact on college students' personal financial behavior. Students (N=3,525) from a major Mid-western university in the United States were tested on a six-question measure of personal financial knowledge. Results from a cumulative logit model suggest that being male, a non-minority student, receiving financial aid, having other debts, being financially independent, having had exposure to a course in personal finance, being a business major, and reporting more responsible credit card knowledge are all associated with higher scores on the measure of personal financial knowledge. The findings suggest that experience with financial issues plays a strong role in knowledge development, while also suggesting there is some link between personal financial knowledge and financial behavior. [PUBLICATION ABSTRACT]","Robb, Cliff A, PhD;James, Russell N, III, PhD", Feature,,2009,Journal of Personal Finance," College students , Student behavior , Correlation analysis , Studies , Financial literacy , Personal finance , Credit cards , Polls & surveys , Knowledge , Gender , Variables , Colleges & universities , Secondary schools , Males , Education , Independent variables , United States--US",ProQuest One Academic
"FINANCIAL SUCCESS FOR YOUNG ADULTS AND RECENT GRADUATES-MANAGING MONEY, CREDIT, AND YOUR FUTURE","Financial Success For Young Adults And Recent Graduates: Managing Money, Credit, And Your Future, by Janet C. Arrowood, is reviewed.","Cross, John D, JD, MSFS, CPCU, CLU, CHFC", Book Review-Favorable,,2008,Journal of Personal Finance," Book reviews , Young adults , Financial planning , Financial literacy",ProQuest One Academic
EQUITY INDEX ANNUITIES,The popularity of Equity Index Annuities (EIAs) during the past 5 years has provided an alternative to investors seeking a market-linked return without market risk. EIAs have various dynamic features that an advisor needs to fully understand to assure that it is the correct savings vehicle for a client. This article discusses the various features of an EIA and how to analyze them. [PUBLICATION ABSTRACT],"VanderPal, Geoffrey A, DBA, MBA, CFP, CLU, CFS, RFC", Feature,,2008,Journal of Personal Finance," Investors , Financial planning , Equity indexed annuities , Savings , United States--US",ProQuest One Academic
Table of contents,,Anonymous, Tbl Of Contents,,2008,Journal of Personal Finance,,ProQuest One Academic
"CREDIT CARDS AND THE LAW, 3RD ED.","Credit Cards And The Law, Third Edition, by Margaret C. Jasper, is reviewed.","Cross, John D, JD, MSFS, CPCU, CLU, CHFC", Book Review-Favorable,,2008,Journal of Personal Finance," Book reviews , Financial planning , Federal legislation , Credit cards",ProQuest One Academic
"MONEY MARKET FUNDS: GROSS RETURNS, NET RETURNS AND EXPENSES","Securities law regulations and the efficiency of money markets combine to render money market mutual funds as commodities, resulting in similar rates of return. Costs are the dominant factor explaining variation in returns. Investors have a high probability of foretelling the best-performing money market funds by being alert to a critical signpost of identifying winners-funds that levy below-average financial intermediation expenses. [PUBLICATION ABSTRACT]","Kjetsaa, Richard, PhD, CFP;Kieff, Maureen, MA, MBA", Feature,,2008,Journal of Personal Finance," Money market mutual funds , Studies , Investors , Securities regulations , Money markets , Securities markets , Rates of return",ProQuest One Academic
AN INTER-FUND ANALYSIS OF BANK LOAN MUTUAL FUNDS,"Although the issuance of bank loans has exceeded new high yield debt issues for the past 10 years, it is only within the last five years that the mutual fund industry has dramatically expanded into this sector. This study calculates the risk-adjusted performance of these mutual funds. Findings suggest there are major performance differences across funds as well as significant performance persistence among bank loan funds. For individual investors, results suggest investors should look for no-load funds in this category that have low expense ratios, high turnover, larger than average asset size, and a history of excess performance relative to the category average. [PUBLICATION ABSTRACT]","Chan, Kam C, PhD, CFA;Chan, Leo, PhD;Trainor, William J, Jr, PhD, CFA", Feature,,2008,Journal of Personal Finance," High yield investments , Mutual funds , Bank loans , Portfolio performance , United States--US",ProQuest One Academic
RETIRE RETIREMENT: CAREER STRATEGIES FOR THE BOOMER GENERATION,"Retire Retirement: Career Strategies For The Boomer Generation, by Tamara J. Erickson, is reviewed.","Cross, John D, JD, MSFS, CPCU, CLU, CHFC", Book Review-Favorable,,2008,Journal of Personal Finance," Book reviews , Baby boomers , Retirement planning , Retirement",ProQuest One Academic
IT'S NOT ABOUT THE MONEY: UNLOCK YOUR MONEY TYPE TO ACHIEVE SPIRITUAL AND FINANCIAL ABUNDANCE,"It's Not About The Money: Unlock Your Money Type To Achieve Spiritual And Financial Abundance, by Brent Kessel, is reviewed.","Cross, John D, JD, MSFS, CPCU, CLU, CHFC", Book Review-Favorable,,2008,Journal of Personal Finance," Book reviews , Financial planning , Financial literacy , Personal finance",ProQuest One Academic
EDITOR'S NOTES,"Whether you are a seasoned professional or recent graduate seeking your first job, you may be asked to complete a psychometric test. Or, if you are considering growth within your firm, you may want to consider the costs and benefits of a more extensive assessment beyond your current hiring protocols. The Caliper approach is based on the principle of ""job matching,"" with the applicant's personality profile of strengths, limitations, motivations and potential compared to a ""standardized"" profile of success for the position. Although several variations of Kolbe are available, including the Financial MO+ that reflects decision making about money and finances, the core measure is the Kolbe ATM Index. This tool measures mode of operation, or the instincts that naturally drive individual behavior. Myers Briggs Typology Indicator dates back to World War II when an English mother-daughter team of Briggs &amp; Myers, respectively, developed it to assist women entering the industrial workplace.",, Editorial,,2008,Journal of Personal Finance," Self evaluation , Job hunting , Career development planning , United States--US",ProQuest One Academic
Credits,,Anonymous, Credits,,2008,Journal of Personal Finance,,ProQuest One Academic
WILL A DEFLATING HOUSING BUBBLE DERAIL THE FINANCIAL PLAN?,"The increase in house prices appears to have been accommodated by easy credit, a relaxation in underwriting standards and an increase in regulatory costs that has limited development in the least affordable metropolitan markets. Some economists predict that housing prices will continue to decline with the largest corrections occurring in markets that experienced the greatest appreciation. Declining prices could have serious implications for the financial plans of those nearing retirement. [PUBLICATION ABSTRACT]","Devaney, Michael, PhD, MAI, CFA", Feature,,2008,Journal of Personal Finance," Financial planning , Subprime lending , Retirees , Housing prices , United States--US",ProQuest One Academic
"SURVIVORSHIP LIFE INSURANCE MAY COST, NOT SAVE A FAMILY MONEY","For high net worth clients, survivorship life insurance is often recommended as an estate planning tool. This article challenges that assumption by offering several other scenarios supported by alternative earnings and cost projections. Survivorship life actually may not be the least expensive solution for meeting multiple estate planning issues. [PUBLICATION ABSTRACT]","Geber, Benjamin A, CFP", Feature,,2008,Journal of Personal Finance," High income , Life insurance , Estate planning , Death benefits , United States--US",ProQuest One Academic
IDENTIFYING AND DEVELOPING HIGH POTENTIAL LEADERSHIP TALENT,"As a planner, you have choices to make as you approach retirement- an internal succession plan or a sale to a third party? The question we ask our clients should be the same question we should ask ourselves: Do you get better value selling to a partner or employee as part of your succession plan, or from a pool of qualified, competing peers who want what you have, as part of your transition plan? This article explains that succession planning is not a short-term strategy; it needs to start at least 5 years before the execution of the plan. This shouldn't be a problem for an industry of professional planners, but ironically, it requires planning that too often doesn't occur. This failure to plan is more an issue of the lack of planning tools than negligence. The tools provided in this article are applicable to your own transition plan and that of your clients. [PUBLICATION ABSTRACT]","Ruggiero, John A, RFC, CSA", Feature,,2008,Journal of Personal Finance," Leadership , Long term planning , Succession planning , Managerial skills , United States--US",ProQuest One Academic
ARE FINANCIAL EDUCATION PROGRAMS MEETING THE NEEDS OF FINANCIALLY DISADVANTAGED CONSUMERS?,"This paper uses data collected from a retrospective pre-test to investigate how participants' initial levels of financial competency are related to the impact that financial education has on their level of financial competency following the program. Specifically, we compare program impact across participants with varying levels of financial competency prior to the program and examine whether the program is meeting the educational needs of those it was designed to target - namely, financially disadvantaged consumers. The findings show that the program benefited all of the participants and the greatest improvement in financial behavior was observed for those who reported lower levels of financial competency prior to the program. The findings offer important practical information to financial professionals and educators. [PUBLICATION ABSTRACT]","Chang, Yunhee, PhD;Lyons, Angela C, PhD", Feature,,2008,Journal of Personal Finance," Studies , Impact analysis , Financial planning , Low income groups , Regression analysis , Financial literacy , United States--US",ProQuest One Academic
THEORIES OF THE FINANCIAL PLANNING PROFESSION,"Although it appears that a theoretical body of knowledge for the Financial Planning Profession has always existed, until recently theory was not often explored as such, and there was no written common understanding or agreement on the theoretical basis of the financial planning profession. A survey of the financial planning literature over the past 50 years was performed, and certain basic theories from many existing disciplines were identified, although their application in personal financial planning has sometimes resulted in modifications. The theories identified from the literature were compared with the financial planning educational topics list of the CFP Board of Standards and the core financial planning process was explored in detail. A definition of financial planning as values and goals-driven strategic management of the client's financial resources was fashioned and the financial planning process as the strategic planning process applied to the financial and economic resources of the person or family was also defined. [PUBLICATION ABSTRACT]","Overton, Rosilyn H, PhD, CFP, RFC", Feature,,2008,Journal of Personal Finance," Professions , Studies , Financial planning , Strategic management , Economists , Cost control , Strategic planning , Economic theory , Investment policy , Financial services , Earnings , Portfolio management , Consumption , Home economics , Hypotheses , Families & family life , Nobel prizes",ProQuest One Academic
Credits,,Anonymous, Credits,,2008,Journal of Personal Finance,,ProQuest One Academic
HANDBOOK OF CONSUMER FINANCE RESEARCH,"Handbook of Consumer Finance Research, edited by Jing J. Xiao, is reviewed.","O'Neill, Barbara, PHD, CFP", Book Review-Favorable,,2008,Journal of Personal Finance," Book reviews , Consumers , Personal finance , Handbooks , College students , Research , Researchers , Advisors , Health care , Teachers , Education , Financial planners",ProQuest One Academic
THE CONCEPT OF RISK TOLERANCE IN PERSONAL FINANCIAL PLANNING,"Assessment of risk tolerance is fundamental to proper asset allocation within a household portfolio. It is also a frequently misunderstood concept and difficult to measure practically. We discuss the relationship between risk aversion and portfolio recommendations based on an expected utility approach, review selected empirical research on risk tolerance, and propose to separate risk capacity, expectations, and other factors from the concept of risk tolerance. [PUBLICATION ABSTRACT]","Hanna, Sherman D;Waller, William;Finke, Michael", Feature,,2008,Journal of Personal Finance," Studies , Financial planning , Risk , Risk aversion , Asset allocation , Capital assets , Economists , Expected utility , Portfolio management , Investments , Age , Hypotheses , Preferences , Attitudes , Households , Bear markets",ProQuest One Academic
GUEST EDITOR'S NOTES,,"Finke, Michael", General Information,,2008,Journal of Personal Finance," Employers , Social security , Employees , Defined contribution plans , Baby boomers , Funding , Retirement , Anxiety",ProQuest One Academic
HEALTH INSURANCE AND PERSONAL FINANCE: COVERAGE MATTERS FOR INDIVIDUALS AND FAMILIES,"Health insurance coverage is an essential component of a financial risk management strategy. Seminal theoretical perspectives regarding the consumer decision to obtain insurance have informed research into the causes and consequences of being uninsured. This paper reviews the empirical evidence from a rational choice perspective. Research suggests that being uninsured is associated with greater difficulty accessing medical services and a higher probability of choosing to delay or go without needed medical care. In addition, being uninsured is correlated with higher reports of other financial difficulties including being unable to pay for housing, transportation, and food. In some instances, families have needed to file for bankruptcy as a result of unmanageable medical expenses. This review shows that researchers, financial advisors, and consumers can all benefit from a better understanding of the complex array of private, public, and self insurance options available, as well as the consequences of being uninsured and the role health insurance plays in both improving health and managing financial risk. [PUBLICATION ABSTRACT]","Nielsen, Robert B, PhD;Garasky, Steven, PhD", Feature,,2008,Journal of Personal Finance," Studies , Risk management , Personal finance , Insurance coverage , Health insurance , Health care expenditures , Purchasing , Financial planners , United States--US",ProQuest One Academic
MORTGAGE CHOICE: A REVIEW OF THE LITERATURE,"Although mortgage choice is complex, taking into account various uncertainties, constraints and risks, there has been surprisingly little research conducted from the viewpoint of the homeowner. This paper provides a summary of the literature concerning mortgage choice in five broad categories reflecting the main decisions facing a mortgagor including the mortgage as an investment portfolio decision, the choice between fixed rate and adjustable rate mortgages, the selection of a mortgage term, the option to refinance a mortgage, and deciding between contracted mortgage rate and mortgage point combinations. The review of the literature indicates the importance of an educated consumer, and therefore it is essential that financial research continues to identify and provide guidance on optimal mortgage decisions and that consumers receive appropriate advice to navigate this potential financial hazard. [PUBLICATION ABSTRACT]","Basciano, Peter M, PhD;Jackson, Pamela Z, PhD;Grayson, James M, PhD", Feature,,2008,Journal of Personal Finance," Financial planning , Studies , Mortgages , Stocks , Fixed rates , Reverse mortgages , Cost control , Portfolio investments , Mortgage rates , Equity , Consumption , Hypotheses , Housing , Middle class , Households , Home ownership , United States--US",ProQuest One Academic
RETIREMENT SAVINGS ADEQUACY FOR THE BABY BOOM GENERATION,"This article provides financial practitioners and scholars with an overview of retirement preparedness in the U.S. along with recommendations for improving retirement security for Americans. The focus is on the 78 million baby boomers but contains implications for subsequent generations. Despite evidence of a retirement funding crisis, some researchers conclude the problem is overblown. Researchers differ on how to measure retirement income adequacy, whether to include and how to project health care expenses, and the role of housing equity, but agree on the groups most at risk. The consensus is that only half of baby boomers are financially prepared for retirement; one-fourth face challenges and the remaining one-fourth are at risk of poverty. Online retirement planning calculators and some studies may provide an overly optimistic picture of the boomer's future. Retirees will need assistance in managing their assets during retirement. Recommendations for financial professionals, educators and individuals are provided. [PUBLICATION ABSTRACT]","Lown, Jean", Feature,,2008,Journal of Personal Finance," Baby boomers , Studies , Public policy , Mortgages , Medicaid , Employers , Cost control , Social security , Retirement planning , Medicare , Health insurance , Research , Long term health care , Age , Health care policy , Homeowners , Researchers , 21st century , Households , Energy prices , United States--US",ProQuest One Academic
Table of contents,,Anonymous, Tbl Of Contents,,2008,Journal of Personal Finance,,ProQuest One Academic
GENDER AND MARITAL DIFFERENCES IN WEALTH AND INVESTMENT DECISIONS,Wealth is an important source of financial well-being and investment is an important vehicle to accumulate wealth. A large body of literature has focused on analyzing the systematic differences in wealth and investment behavior across gender and marital states. This paper provides a broad overview of the extant research and its implications for the field of personal finance. [PUBLICATION ABSTRACT],"Lyons, Angela;Neelakantan, Urvi;Scherpf, Erik", Feature,,2008,Journal of Personal Finance," PSYCHOLOGY , Marital status , Financial planning , Studies , Financial literacy , Personal finance , United States--US",ProQuest One Academic
"CHARITABLE GIVING AND THE FINANCIAL PLANNER: THEORIES, FINDINGS, AND IMPLICATIONS","Charitable giving by individuals in the United States exceeds $220 billion annually. Individual estates provide an additional $23 billion to charitable organizations through bequests. Charitable giving, both during life and through bequests, may constitute an important part of a client's financial plan. Although wealthy households are more likely to make charitable gifts, most U.S. households give to charitable organizations. Consequently, even financial planners who do not specialize in the field of planned giving will work regularly with donor clients. This paper provides an overview of existing theory and findings related to the practice of and motivations behind charitable giving and discusses their importance for financial planners. [PUBLICATION ABSTRACT]","James, Russell N, III", Feature,,2008,Journal of Personal Finance," Studies , Households , Financial planning , PSYCHOLOGY , Donations , Charities , Financial planners , United States--US",ProQuest One Academic
GUEST EDITOR'S NOTES,,"Finke, Michael", General Information,,2008,Journal of Personal Finance,,ProQuest One Academic
